func_name, vul_type, true_label, pred_label
dex_parse_debug_item, cwe-476, 1, 0
dex_parse_debug_item, cwe-476, 0, 1
rds_cmsg_atomic, cwe-476, 1, 1
rds_cmsg_atomic, cwe-476, 0, 0
AP4_AtomFactory::CreateAtomFromStream, cwe-476, 1, 1
AP4_AtomFactory::CreateAtomFromStream, cwe-476, 0, 1
imcb_file_send_start, cwe-476, 1, 0
imcb_file_send_start, cwe-476, 0, 1
mpeg4video_probe, cwe-476, 1, 1
mpeg4video_probe, cwe-476, 0, 1
megasas_alloc_cmds, cwe-476, 1, 1
megasas_alloc_cmds, cwe-476, 0, 1
IRC_PROTOCOL_CALLBACK, cwe-476, 1, 1
IRC_PROTOCOL_CALLBACK, cwe-476, 0, 0
xfs_attr_shortform_to_leaf, cwe-476, 1, 1
xfs_attr_shortform_to_leaf, cwe-476, 0, 0
lys_restr_dup, cwe-476, 1, 1
lys_restr_dup, cwe-476, 0, 0
nfc_genl_deactivate_target, cwe-476, 1, 1
nfc_genl_deactivate_target, cwe-476, 0, 1
dnxhd_find_frame_end, cwe-476, 1, 1
dnxhd_find_frame_end, cwe-476, 0, 1
__rds_rdma_map, cwe-476, 1, 1
__rds_rdma_map, cwe-476, 0, 0
daemon_AuthUserPwd, cwe-476, 1, 1
daemon_AuthUserPwd, cwe-476, 0, 1
run, cwe-476, 1, 0
run, cwe-476, 0, 1
open_ssl_connection, cwe-476, 1, 1
open_ssl_connection, cwe-476, 0, 1
copyIPv6IfDifferent, cwe-476, 1, 0
copyIPv6IfDifferent, cwe-476, 0, 1
archive_acl_from_text_l, cwe-476, 1, 1
archive_acl_from_text_l, cwe-476, 0, 1
avcodec_open2, cwe-476, 1, 1
avcodec_open2, cwe-476, 0, 1
tflite::Subgraph::Invoke, cwe-476, 1, 1
tflite::Subgraph::Invoke, cwe-476, 0, 1
store_versioninfo_gnu_verdef, cwe-476, 1, 0
store_versioninfo_gnu_verdef, cwe-476, 0, 0
upnp_redirect, cwe-476, 1, 1
upnp_redirect, cwe-476, 0, 0
WriteOnePNGImage, cwe-476, 1, 1
WriteOnePNGImage, cwe-476, 0, 1
ReadPSDChannel, cwe-476, 1, 1
ReadPSDChannel, cwe-476, 0, 1
keyctl_read_key, cwe-476, 1, 0
keyctl_read_key, cwe-476, 0, 1
ExprResolveLhs, cwe-476, 1, 1
ExprResolveLhs, cwe-476, 0, 0
tar_directory_for_file, cwe-476, 1, 0
tar_directory_for_file, cwe-476, 0, 1
crypto_skcipher_init_tfm, cwe-476, 1, 1
crypto_skcipher_init_tfm, cwe-476, 0, 0
fm10k_init_module, cwe-476, 1, 1
fm10k_init_module, cwe-476, 0, 1
parse_class, cwe-476, 1, 1
parse_class, cwe-476, 0, 1
lexer_process_char_literal, cwe-476, 1, 1
lexer_process_char_literal, cwe-476, 0, 1
mrb_obj_clone, cwe-476, 1, 1
mrb_obj_clone, cwe-476, 0, 1
big_key_init, cwe-476, 1, 1
big_key_init, cwe-476, 0, 1
flattenSubquery, cwe-476, 1, 1
flattenSubquery, cwe-476, 0, 1
CompileKeymap, cwe-476, 1, 0
CompileKeymap, cwe-476, 0, 1
avpriv_ac3_parse_header, cwe-476, 1, 1
avpriv_ac3_parse_header, cwe-476, 0, 0
mailimf_group_parse, cwe-476, 1, 0
mailimf_group_parse, cwe-476, 0, 1
srpt_handle_tsk_mgmt, cwe-476, 1, 1
srpt_handle_tsk_mgmt, cwe-476, 0, 0
ResolveStateAndPredicate, cwe-476, 1, 1
ResolveStateAndPredicate, cwe-476, 0, 1
GetOutboundPinholeTimeout, cwe-476, 1, 1
GetOutboundPinholeTimeout, cwe-476, 0, 1
AP4_AtomSampleTable::GetSample, cwe-476, 1, 1
AP4_AtomSampleTable::GetSample, cwe-476, 0, 1
acc_ctx_cont, cwe-476, 1, 1
acc_ctx_cont, cwe-476, 0, 0
chmd_read_headers, cwe-476, 1, 1
chmd_read_headers, cwe-476, 0, 1
filter_session_io, cwe-476, 1, 1
filter_session_io, cwe-476, 0, 0
x86_decode_insn, cwe-476, 1, 0
x86_decode_insn, cwe-476, 0, 1
expand_downwards, cwe-476, 1, 1
expand_downwards, cwe-476, 0, 0
